Rank,Score,Title,Date,Views,Transcript,Category,URL,TranscriptSource
A,79.0,Palantir Explained: Chief Architect on Foundry in 2022,2022-03-29,321340,有,,https://www.youtube.com/watch?v=ZGGRCTTjLfQ,youtube
B,37.0,Palantir: Automating the COVID Persons Under Investigation Form,2020-03-20,17812,无,其他,https://www.youtube.com/watch?v=0DzIQ-ygQV4,youtube
B,66.0,Alex Karp | FOX News “Making Money with Charles Payne”,2025-03-18,21906,有,,https://www.youtube.com/watch?v=lV2GBAE2Zqo,whisper
A,76.0,Palantir CEO Alex Karp discusses his new book The Technological Republic with Stanley Druckenmiller,2024-12-17,112519,有,,https://www.youtube.com/watch?v=08wadxp9FnQ,whisper
A,84.0,Paragon 2025,2025-12-05,26139,有,,https://www.youtube.com/watch?v=UjkRz9HkldU,youtube
B,55.0,Q&A Discussion | Palantir CEO Alex Karp and Axios' Michael Allen,2022-10-31,16510,有,,https://www.youtube.com/watch?v=ZUZR7NtpRO4,whisper
B,37.0,"Interview Series: Palantir CEO Alex Karp on Data Protection, AI, and Digital Sovereignty",Unknown,0,有,其他,https://www.youtube.com/watch?v=wheVmu7NwnM,whisper
A,76.0,Supporting Flood Recovery in Texas | Texas Department of Public Safety at AIPCon 8,2025-09-08,3647,有,,https://www.youtube.com/watch?v=sk2peD8SB3s,youtube
A,71.0,TITAN | Powered by Palantir,2024-04-22,94431,有,,https://www.youtube.com/watch?v=7vwgr4xIfsw,whisper
A,76.0,Unifying the Care Journey for Every Patient | HSS at AIPCon 8,2025-09-08,2437,有,,https://www.youtube.com/watch?v=mKp3TTggihU,youtube
B,37.0,Lessons from the War in Ukraine | Palantir at the World Economic Forum 2023,2023-01-25,11173,无,其他,https://www.youtube.com/watch?v=RYgUZP1RGRc,youtube
A,76.0,Model Forecasting to Enhance Customer Experience | RaceTrac at AIPCon 6,2025-03-18,3727,有,,https://www.youtube.com/watch?v=fl3UeMw0lWk,whisper
A,76.0,Palantir AIP Evals | Feedback to Fix,2025-07-16,2473,有,,https://www.youtube.com/watch?v=hXSx9uG0R4k,youtube
B,63.0,The Future of LLMs | Palantir CEO Dr Alex Karp and Matt Babin's Fireside Q&A at AIPCon,2023-06-06,34891,有,,https://www.youtube.com/watch?v=ov3iILzXFt8,whisper
A,70.0,Deploying an AI Arsenal | Mount Sinai Health System at AIPCon 5,2024-09-20,4520,有,,https://www.youtube.com/watch?v=pNiQgc7qLhU,whisper
B,52.0,AARP + Asplundh | Prix 2024,2024-12-09,901,有,,https://www.youtube.com/watch?v=tAdn4h7vtKQ,whisper
S,86.0,Palantir CEO Alex Karp Discusses S&P 500 Inclusion and AIPCon on CNBC,2024-09-17,75369,有,,https://www.youtube.com/watch?v=W5_rSPG3A84,whisper
B,45.0,Our Oppenheimer Moment? | Palantir CEO Alex Karp at Tallinn Summit 2023,2023-09-06,47125,有,,https://www.youtube.com/watch?v=tObtHlDXYvc,whisper
B,64.0,General Mills on Driving Supply Chain Automation with Palantir | AIPCon 3,2024-03-14,14182,有,,https://www.youtube.com/watch?v=r_iIiVtKLX8,whisper
B,63.0,Palantir and Hertz Unveil Partnership | CEO Alex Karp on CNBC,2022-10-20,31496,有,,https://www.youtube.com/watch?v=OdiAE2VLuic,whisper
A,70.0,A Forward-deployed Approach to Clinical Workflows | Tampa General at AIPCon 5,2024-09-25,2382,有,,https://www.youtube.com/watch?v=q4bHiM-eePs,whisper
B,46.0,General Gustave F. Perna | Software for Government Summit 2023,2023-09-28,7796,有,,https://www.youtube.com/watch?v=1F7apO2hFXk,whisper
B,55.0,"AIPCon Full Stream | June 1, 2023",2023-06-03,19932,有,,https://www.youtube.com/watch?v=7EyWLo1XG4w,whisper
A,70.0,Foundry for Enterprise | AT&T at AIPCon 5,2024-09-15,11882,有,,https://www.youtube.com/watch?v=jLYsw3z7IJA,whisper
A,78.0,Palantir Architecture Speedrun | From Integration to Application,2024-08-27,45584,有,,https://www.youtube.com/watch?v=k88WbxMEvPY,whisper
B,45.0,Fighting Child Exploitation with Big Data: Palantir and NCMEC,2020-05-25,20042,有,,https://www.youtube.com/watch?v=h29rt8QV1Ko,whisper
B,63.0,Palantir Gotham: Europa,2022-05-20,28674,有,,https://www.youtube.com/watch?v=tZVx3BTkLlI,youtube
A,76.0,AI Optimization Agents | Palantir at AIPCon 7,2025-06-12,8587,有,,https://www.youtube.com/watch?v=38C9IGdCGBc,youtube
B,64.0,AI-Powered Master Data Management | MacDermid Enthone & Palantir,2024-06-04,7768,有,,https://www.youtube.com/watch?v=m9IZeHzylcU,whisper
A,76.0,Revolutionizing Defense with Advanced Drone Solutions | Red Cat at AIPCon 6,2025-03-18,6093,有,,https://www.youtube.com/watch?v=D5dZJ4DTL8M,whisper
B,37.0,Palantir Q4 2020 Earnings Presentation,2022-02-17,8340,无,其他,https://www.youtube.com/watch?v=s6Y8DPW-D1k,youtube
B,55.0,Evolving Beyond Linear CI/CD with Palantir Apollo,2022-08-01,7525,有,,https://www.youtube.com/watch?v=Y9IHXu9NB9Y,youtube
B,53.0,Palantir CEO Alex Karp speaks with CNBC's Andrew Ross Sorkin,2021-11-24,97443,有,,https://www.youtube.com/watch?v=eb2mIrDgR7A,youtube
B,37.0,"Dr. Ashwin Vasan, NYC Department of Health & Mental Hygiene | Software for Government Summit",2023-10-11,780,无,其他,https://www.youtube.com/watch?v=2_Wfw1uadM0,youtube
B,67.0,From Code to Career: Meet Palantir's Hiring Managers,2025-07-14,13245,有,,https://www.youtube.com/watch?v=IS57yy-YaJg,youtube
B,58.0,Palantir for Builders | Highlights,2025-04-29,3742,有,,https://www.youtube.com/watch?v=2Els62b1_CY,whisper
B,64.0,The AIP Ripple Effect | Tampa General Hospital at AIPCon 4,2024-06-12,3540,有,,https://www.youtube.com/watch?v=B1j8qP-Nevs,whisper
B,58.0,"Chad & Nicolas | Lightweight Transforms at Merck KGaA, Darmstadt, Germany",2025-10-09,2573,有,,https://www.youtube.com/watch?v=PGNWo-UuXLs,youtube
B,37.0,Defining New Boundaries | Space Systems Command + Palantir,2022-10-31,3040,无,其他,https://www.youtube.com/watch?v=2i2alb75Qx4,youtube
A,76.0,Chad & Xander | Lightweight Transforms in Pipeline Builder,2025-10-28,2472,有,,https://www.youtube.com/watch?v=DHSYo9s7eRo,youtube
B,62.0,Palantir CEO Alex Karp on Disinformation and AI | World Governments Summit,2024-02-14,87503,有,,https://www.youtube.com/watch?v=umANP9Ev2B4,whisper
B,54.0,Palantir CEO Alex Karp on AI for Security and Stability | FII Priority 2024,2024-02-23,28836,有,,https://www.youtube.com/watch?v=gTnbzjSZj5c,whisper
B,52.0,"Tiger Cross: “There was a reason I didn’t get in for those first 5 years, high bar is a good thing.”",2024-08-28,2455,有,,https://www.youtube.com/watch?v=RwMaUFrz3SM,whisper
B,46.0,Palantir Prix Lightning Talk | BCG,2024-01-08,3306,有,,https://www.youtube.com/watch?v=3qfTiY7PpKo,whisper
B,58.0,Chad & Konrad | Embedded Ontology,2026-02-10,3347,有,,https://www.youtube.com/watch?v=yLD5I16XkOo,youtube
B,37.0,Behind the Scenes with Palantir and HD Hyundai at CES,2022-04-11,15311,无,其他,https://www.youtube.com/watch?v=AlUyCIQi2MI,youtube
B,58.0,Palantir Warp Speed Deep Dive,2025-11-12,15927,有,,https://www.youtube.com/watch?v=mfmD1QqnaKg,youtube
B,52.0,AT&T | Prix 2024,2024-12-09,2134,有,,https://www.youtube.com/watch?v=x_naS7Pr0so,whisper
A,76.0,AIPCon 6 | Highlights,2025-05-13,9912,有,,https://www.youtube.com/watch?v=_8EVXiwRbME,whisper
B,55.0,It Can't be Done...or Can It? | HCA Healthcare at Palantir AIPCon,2023-06-12,9771,有,,https://www.youtube.com/watch?v=_P59r--r2uM,whisper
B,55.0,Developing Your AI Intuition | Palantir AIP Bootcamp Session,2023-11-09,19215,有,,https://www.youtube.com/watch?v=2p0WcDp9LBc,whisper
B,54.0,Palantir CEO Alex Karp on The Global Tech Race | Copenhagen Democracy Summit 2023,2023-05-16,30752,有,,https://www.youtube.com/watch?v=tfssGxVMqHE,whisper
B,55.0,Connected Health Systems | Tampa General Hospital + Palantir,2023-02-07,6658,有,,https://www.youtube.com/watch?v=r8CwP6ITWyc,whisper
B,64.0,AIP + Mixed Reality with Panasonic Energy of North America |  AIPCon 3,2024-03-13,7491,有,,https://www.youtube.com/watch?v=nUlnb1N6H9E,whisper
B,55.0,"Transforming Pandemics & Public Health | Ambassador Deborah Birx, MD + Palantir",2023-02-07,1797,有,,https://www.youtube.com/watch?v=1aIz4CJzR8Y,whisper
B,63.0,Palantir Apollo 2023 |  Mission Control for Software Deployment,2023-05-15,23824,有,,https://www.youtube.com/watch?v=XmLVuZKd2L0,whisper
B,58.0,Chad Interviews Alex | How Palantir Powers Operations Across Telecommunications,2025-02-14,5133,有,,https://www.youtube.com/watch?v=1YLXeZHekZM,whisper
A,76.0,Enhancing Production Efficiency with MRPSpeed | L3Harris at AIPCon 6,2025-03-18,3285,有,,https://www.youtube.com/watch?v=EX1T2CEJzL4,whisper
B,63.0,Palantir Apollo | Powering Cloud 2.0,2021-11-05,39712,有,,https://www.youtube.com/watch?v=JfGdHo4NsS4,youtube
B,61.0,Palantir CEO Alex Karp + Joe Lonsdale | American Optimist,2023-07-14,141749,有,,https://www.youtube.com/watch?v=BqW5fk6x858,whisper
B,55.0,Partnership Driven Transformation | Apache + Palantir,2022-10-31,2765,有,,https://www.youtube.com/watch?v=dR1c8qpMrJQ,youtube
B,58.0,From 9/11 to AI: Mike Gallagher on How American Workers Will Win the 21st Century,2025-09-12,2007,有,,https://www.youtube.com/watch?v=gakCerVqzSY,youtube
B,52.0,Fujitsu | Prix 2024,2024-12-09,2289,有,,https://www.youtube.com/watch?v=8cNvqaeOslU,whisper
A,74.0,"Alex Karp talks US software dominance, DOGE, and his book The Technological Republic | CNBC",2025-02-19,93917,有,,https://www.youtube.com/watch?v=V7mYWOzdhpc,whisper
S,94.0,The Future of Warfare | Palantir,2024-12-16,399554,有,,https://www.youtube.com/watch?v=UiiqiaUBAL8,whisper
B,52.0,Alex Spero: “That’s why I dropped out of Cornell to join Palantir”,2024-08-28,12523,有,,https://www.youtube.com/watch?v=riGS8_KSERg,whisper
B,37.0,Data-Driven Cancer Research | National Cancer Institute + Palantir,Unknown,0,有,其他,https://www.youtube.com/watch?v=GfbEbQNqDAc,whisper
B,46.0,A Discussion with Kevin Rudd + Greg Ip | Palantir Davos 2024,2024-01-20,4865,有,,https://www.youtube.com/watch?v=ytnkxHDA920,whisper
B,58.0,South Korea Pop-up,2025-10-14,10381,有,,https://www.youtube.com/watch?v=MZ93pgQBYWY,youtube
B,68.0,Palantir for Scuderia Ferrari: Building Ultimate Performance with Charles Leclerc,2024-12-02,55775,有,,https://www.youtube.com/watch?v=kntssghhi94,whisper
B,55.0,FoundryCon US 2023 Highlights,2023-02-14,3952,有,,https://www.youtube.com/watch?v=JtriwzXYqqs,whisper
B,55.0,Smoothing Supply Chain Shocks | Castrol + Palantir,2022-11-22,5058,有,,https://www.youtube.com/watch?v=yCaeoSG-upc,whisper
A,84.0,Palantir Ontology Overview,2025-11-17,45779,有,,https://www.youtube.com/watch?v=YDAxITCNcko,youtube
B,58.0,Nicholas Zamiska of Palantir Discusses The Technological Republic in Prague (Sept. 2025),2025-09-23,3062,有,,https://www.youtube.com/watch?v=NvwnOE6h598,youtube
B,55.0,High-Stakes Software Adoption | Southern California Edison + Palantir,2023-02-10,3688,有,,https://www.youtube.com/watch?v=tDeSiCTEclY,whisper
B,37.0,Palantir: Remember When,Unknown,0,有,其他,https://www.youtube.com/watch?v=bWRdATJIq3M,whisper
A,79.0,Foundry 2022 Operating System Demo,2022-04-27,168879,有,,https://www.youtube.com/watch?v=uF-GSj-Exms,youtube
B,61.0,Interview Series: Palantir CEO Alex Karp,2021-06-12,114013,有,,https://www.youtube.com/watch?v=hjjHdys2Ph4,youtube
B,55.0,Palantir and Station F Partner to Empower Early-Stage Companies,2021-12-09,10183,有,,https://www.youtube.com/watch?v=9CibCKxt6_Q,youtube
B,63.0,Palantir Foundry for Crypto | Powering the Future of Finance,2021-10-29,24423,有,,https://www.youtube.com/watch?v=l_JhDNZPuY4,youtube
B,37.0,"James McConnell, NNSA | Software for Government 2023",2023-10-02,2253,无,其他,https://www.youtube.com/watch?v=sJYf7rymWpw,youtube
B,64.0,Delivering Unprecedented Value | Fujitsu at AIPCon 4,2024-06-27,3234,有,,https://www.youtube.com/watch?v=JBvUK_EOod8,whisper
B,45.0,Empower the Edge | Palantir Edge AI,2021-07-26,25887,无,,https://www.youtube.com/watch?v=7SlO9VK9Gb4,youtube
B,46.0,Forging America's AI Advantage | SCSP AI Expo 2024,2024-03-19,5547,有,,https://www.youtube.com/watch?v=WhjkjSv09u8,whisper
B,64.0,Lennar on Navigating a Rapid AI-Powered Business Transformation | AIPCon 3,2024-03-16,5246,有,,https://www.youtube.com/watch?v=a3muSiXjttg,whisper
B,53.0,Palantir CEO Alex Karp on why Software Tipped the Balance in Ukraine | World Economic Forum,2023-01-17,52751,有,,https://www.youtube.com/watch?v=MmmekFQXLLU,whisper
A,76.0,AIP 2026: The Self-Healing Autonomous Enterprise | Paragon 2025,2025-12-15,8399,有,,https://www.youtube.com/watch?v=r3jMRs_Mum8,youtube
B,46.0,Munich Security Conference – Highlights from Alex Karp’s Conversation on Data and Democracy,2022-02-25,5595,有,,https://www.youtube.com/watch?v=R8a80o77hnE,youtube
B,55.0,Bringing AI to the Auto Industry | J.D. Power at AIPCon,2023-06-20,10652,有,,https://www.youtube.com/watch?v=WrK0raIVAV8,whisper
A,70.0,Overcoming Challenges Amidst COVID-19 Supply Chain Disruptions | TrinityRail at AIPCon 5,2024-09-23,2425,有,,https://www.youtube.com/watch?v=2CHsZe-1Hzk,whisper
B,45.0,Palantir CEO Alex Karp speaks at Reagan National Defense Forum,2021-12-08,21552,有,,https://www.youtube.com/watch?v=AfALPEulkEc,youtube
A,76.0,Customized Care When You Need it Most | Tampa General Hospital at Paragon 2025,2025-12-05,1740,有,,https://www.youtube.com/watch?v=TwwTlyIhCYI,youtube
B,58.0,AI on the Ground,2025-07-24,8003,有,,https://www.youtube.com/watch?v=fFZJV58uQSo,youtube
B,37.0,Palantir UK: There is so much left to build,2022-05-12,14235,无,其他,https://www.youtube.com/watch?v=osrvID99sM4,youtube
B,37.0,Reimagining Data Architecture | FORVIA + Palantir,2022-11-22,3366,无,其他,https://www.youtube.com/watch?v=jTu_bTmY2TQ,youtube
B,64.0,Cummins on Effective AI Implementation with Palantir | AIPCon 3,2024-03-20,3889,有,,https://www.youtube.com/watch?v=V5XZmbqNfXU,whisper
A,76.0,Palantir x Databricks | Partnership Overview,2026-01-09,9747,有,,https://www.youtube.com/watch?v=wOyByRnOgIc,youtube
A,70.0,"Less Conversation, More Action | Palantir Customer Service Engine (CSE)",2024-09-27,14567,有,,https://www.youtube.com/watch?v=rr0DzZPVgls,whisper
A,76.0,Driving Operational Value | bp at AIPCon 8,2025-09-08,3130,有,,https://www.youtube.com/watch?v=1Wrhaur3ws0,youtube
B,37.0,Palantir: Protecting the Protectors,2019-12-13,11500,无,其他,https://www.youtube.com/watch?v=q36Gj_UuTbE,youtube
A,76.0,AIP for Just-in-Time Production | Lear at AIPCon 8,2025-09-08,4845,有,,https://www.youtube.com/watch?v=-DPdyQR1bG4,youtube
B,52.0,Vruthik Thakkar: “Software as a whole has failed to move as fast as promised”,2024-08-28,1431,有,,https://www.youtube.com/watch?v=8tkHwhDaQNg,whisper
B,61.0,Palantir CEO Alex Karp on Escalating War in Ukraine and Outlook for Tech | CNBC,2022-09-22,135308,有,,https://www.youtube.com/watch?v=rJqx6GzyCHU,whisper
A,76.0,Chad & Agathe | How Palantir Powers AI Automation Across Procurement,2025-08-20,7932,有,,https://www.youtube.com/watch?v=F57OKeI7JAU,youtube
B,61.0,Global Instability and Software’s Opportunity | Palantir CEO Alex Karp and Stanley Druckenmiller,2022-09-13,181280,有,,https://www.youtube.com/watch?v=0sddHG0D0Y4,whisper
B,53.0,The Role of a Forward Deployed Software Engineer,2015-08-24,80335,有,,https://www.youtube.com/watch?v=5OYy_UtINo4,whisper
B,37.0,Manage Data Like Code,2020-02-25,6954,无,其他,https://www.youtube.com/watch?v=2v1RvsAyt2I,youtube
A,76.0,Backstage Pass | AIPCon 7,2025-06-16,1981,有,,https://www.youtube.com/watch?v=_8RokabwNG8,youtube
A,76.0,Crisis Has No Calendar | Paragon 2025,2025-12-05,16822,有,,https://www.youtube.com/watch?v=SZ_eZGmmpQU,youtube
A,76.0,S&P 500 Inclusion | Alex Karp’s Message to Palantirians,2024-09-10,127379,有,,https://www.youtube.com/watch?v=8o_lK7-133Q,whisper
B,37.0,"Cross-Industry Collaboration: CEO Alex Karp and Merck KGaA, Darmstadt, Germany",2022-03-02,9482,无,其他,https://www.youtube.com/watch?v=KfmgWSegsfU,youtube
B,55.0,Scaling Innovation in Healthcare with AIP | HCA at AIPCon,2023-09-21,11887,有,,https://www.youtube.com/watch?v=R-k4a__34ng,whisper
B,53.0,Palantir CEO Alex Karp on America’s Dominant Role in a Software World | CNBC,2022-12-05,66886,有,,https://www.youtube.com/watch?v=FoFCewgD2zs,whisper
B,55.0,Dynamic 5G Connectivity | DISH + Palantir,2023-02-07,4971,有,,https://www.youtube.com/watch?v=1D9vR07vTVI,whisper
A,72.0,"Palantir CEO Alex Karp Discusses TITAN, AIPCon on Bloomberg TV",2024-03-07,27240,有,,https://www.youtube.com/watch?v=MwYRbKPwO2A,whisper
B,37.0,Stabilizing Chronically Homeless Individuals with Project Welcome Home,2016-06-28,15026,无,其他,https://www.youtube.com/watch?v=dFF4gN56Bhg,youtube
A,76.0,"Overcoming Zero-Sum Thinking on Privacy, Civil Liberties, and Mission-Critical AI Systems",2025-08-26,4523,有,,https://www.youtube.com/watch?v=x-NEdIcgboo,youtube
B,63.0,Transforming the Newsroom: Palantir and Ringier,2021-04-20,20257,有,,https://www.youtube.com/watch?v=HyivBXfuIF8,youtube
B,58.0,Meet Our Boomerangs | Coming Back to Palantir After Leaving,2025-04-28,5408,有,,https://www.youtube.com/watch?v=uoYeXTX_ZOY,whisper
B,37.0,"Newsha Ghaeli, Biobot Analytics | Software for Government Summit",Unknown,0,有,其他,https://www.youtube.com/watch?v=FFZE6SxfeG4,whisper
B,52.0,Aisin | Prix 2024,2024-12-10,2247,有,,https://www.youtube.com/watch?v=rMAQ2vTtg5k,whisper
B,55.0,Q&A Discussion | Palantir CEO Alex Karp at FoundryCon US,2023-02-07,16490,有,,https://www.youtube.com/watch?v=9BpKijrg9iw,whisper
B,45.0,Interview Series: Palantir CEO Alex Karp,2021-07-01,32530,有,,https://www.youtube.com/watch?v=qgTkOKEUyKU,youtube
A,76.0,Chad & Bennett | Observability with Palantir AIP,2025-09-26,3698,有,,https://www.youtube.com/watch?v=9IgYLjxxesw,youtube
B,37.0,Palantir HealthCon: Highlights,2019-07-17,5136,无,其他,https://www.youtube.com/watch?v=yRki_UZMjOc,youtube
B,37.0,Deterrence in the Digital Age: View From the Indo-Pacific | Software for Government Summit,2023-10-13,2663,无,其他,https://www.youtube.com/watch?v=0Yd8gVOxvlI,youtube
A,76.0,Preventing Payer Denials in Healthcare | R1 RCM at Paragon 2025,2025-12-05,1289,有,,https://www.youtube.com/watch?v=od8G2dZvVPY,youtube
A,70.0,Introducing AIP Pipeline Outage Scheduling | Kinder Morgan + Palantir,2024-08-22,4133,有,,https://www.youtube.com/watch?v=MOxGftk2gHw,whisper
A,76.0,Connectivity To Depend On | AT&T at AIPCon 6,2025-03-18,2621,有,,https://www.youtube.com/watch?v=MjKhHS1w9FY,whisper
A,70.0,Palantir and Striveworks | AI-Powered Insight for Mission Critical Operations,2024-07-18,12728,有,,https://www.youtube.com/watch?v=CcGk6qhnl9E,whisper
B,37.0,HCA Healthcare | Transforming Healthcare Staffing with Strategic Scheduling,2023-09-26,7015,无,其他,https://www.youtube.com/watch?v=1c5WfY_KVtM,youtube
A,76.0,Why Every Other Software Must Justify Its Existence | Thomas Cavanagh at Paragon 2025,2025-12-05,6093,有,,https://www.youtube.com/watch?v=vH-pTvqeiMo,youtube
B,58.0,Army Navy Game 2025,2025-12-17,5936,有,,https://www.youtube.com/watch?v=u31W8bR_SWo,youtube
B,55.0,"Craig Savidge, Lockheed Martin | Software for Government 2023",2023-10-02,3176,有,,https://www.youtube.com/watch?v=_nvTXrIkbws,whisper
B,45.0,Palantir CEO Alex Karp at the Reagan National Defense Forum 2022,2022-12-05,27077,有,,https://www.youtube.com/watch?v=cbF8fTSybi0,whisper
B,58.0,Meet Our Siblings | Referring Family to Palantir,2025-07-11,4623,有,,https://www.youtube.com/watch?v=3DBnLIZCCo8,youtube
A,76.0,Revolutionizing Supply Chain Agility for the Frosty | Wendy’s QSCC at AIPCon 6,2025-03-18,9647,有,,https://www.youtube.com/watch?v=8wX9YjrR_1k,whisper
B,52.0,DTN + Velocity | Prix 2024,2024-12-09,1011,有,,https://www.youtube.com/watch?v=JTBGP1bPBa0,whisper
B,64.0,Lowe's on Improving Customer Service at Speed with Palantir | AIPCon 3,2024-03-15,5458,有,,https://www.youtube.com/watch?v=eDH5qeCLiAA,whisper
B,66.0,TITAN,2025-04-23,30122,有,,https://www.youtube.com/watch?v=9BfEeotMO10,whisper
B,66.0,Palantir CEO Alex Karp receives the Herman Kahn Award | Hudson Institute,2025-11-12,23174,有,,https://www.youtube.com/watch?v=8JbKTwDqkKI,youtube
B,61.0,Palantir CEO Alex Karp: A Discussion with Kevin Warsh (Stanford University),2022-01-21,118004,有,,https://www.youtube.com/watch?v=adobyve9ros,youtube
B,58.0,Chad Interviews Breno | Palantir for Hospitality,2025-06-24,2657,有,,https://www.youtube.com/watch?v=3B5A8JBt9zs,youtube
B,52.0,Kiewit + VCNA | Prix 2024,2024-12-09,1675,有,,https://www.youtube.com/watch?v=f--wCXPy1Fo,whisper
A,76.0,AI-Driven Recruitment Innovation | Morson Group at AIPCon 6,2025-03-18,4808,有,,https://www.youtube.com/watch?v=074pA3wY6N0,whisper
B,55.0,Foundry Tech Playlist  |  Data Integration Series [Part 3],2022-04-28,6951,有,,https://www.youtube.com/watch?v=To_ftBh0Q_4,youtube
A,76.0,Solving Societal Issues with Agentic Decision Making | Fujitsu at AIPCon 8,2025-09-08,2480,有,,https://www.youtube.com/watch?v=A47Nuav7X-4,youtube
B,62.0,Palantir CEO Alex Karp on Our Competitive Differentiation | CNBC,2024-03-14,83610,有,,https://www.youtube.com/watch?v=MxraZmkCWfg,whisper
A,76.0,Protecting America’s Security with AIP for Nuclear Construction | The Nuclear Company at AIPCon 8,2025-09-08,3350,有,,https://www.youtube.com/watch?v=hTjGU14bxP0,youtube
B,37.0,Focus Brands | Building Consensus for Technology Adoption in Complex Organizations,2023-10-05,4950,无,其他,https://www.youtube.com/watch?v=NK7HzTdjmpE,youtube
B,46.0,Purpose-Based Access Controls at Palantir (Part 2),2020-12-04,8012,有,,https://www.youtube.com/watch?v=Xbo65u9Yt1o,whisper
B,63.0,Mitigate Supply Chain Threats with Palantir,2021-04-15,30047,有,,https://www.youtube.com/watch?v=0vhIvkQYnps,youtube
B,37.0,Building Software for Space,2022-04-13,12472,无,其他,https://www.youtube.com/watch?v=3iylsWhHivE,youtube
B,53.0,Palantir CEO Alex Karp on Responsible AI in Warfare | REAIM 2023,2023-02-15,98869,有,,https://www.youtube.com/watch?v=z4jGmKUc6Aw,whisper
A,78.0,Palantir CEO Alex Karp Opening Remarks | AIPCon 5,2024-09-19,26165,有,,https://www.youtube.com/watch?v=I_SeV3KpbB4,whisper
B,58.0,Senior Counselor Jordan Hirsch and Meritocracy Fellow Aryan Mehra Discuss the Meritocracy Fellowship,2025-11-21,2614,有,,https://www.youtube.com/watch?v=zkptGdmnuiY,youtube
B,55.0,AIP for Material Shortages | Eaton at AIPCon,2023-09-22,5812,有,,https://www.youtube.com/watch?v=PXD9CluhLBs,whisper
B,64.0,Transforming Membership Engagement | AARP at AIPCon 4,2024-06-28,2360,有,,https://www.youtube.com/watch?v=cyaVInqZ5Y0,whisper
A,76.0,Turning Data Floods into Decision Making | Walgreens at AIPCon 6,2025-03-18,2401,有,,https://www.youtube.com/watch?v=10l8KScaPoE,whisper
A,70.0,Backstage Pass | AIPCon 5,2024-09-23,1887,有,,https://www.youtube.com/watch?v=F47gTGFk2Bo,whisper
A,76.0,AIPCon 7 | Highlights,2025-08-14,9914,有,,https://www.youtube.com/watch?v=EvoCRLMvN5s,youtube
A,76.0,Chad & Chris | Tariff Savings and Compliance through Palantir AIP,2025-09-17,4304,有,,https://www.youtube.com/watch?v=xBTPNLd8Jv8,youtube
B,58.0,Palantir’s Nicholas Zamiska Discusses The Technological Republic,2025-09-18,3622,有,,https://www.youtube.com/watch?v=L72uW5HAWB4,youtube
B,52.0,Conagra | Prix 2024,2024-12-09,1522,有,,https://www.youtube.com/watch?v=AA_zF-pQHek,whisper
B,37.0,Palantir | Secure Collaboration | Capabilities,2023-04-10,7497,无,其他,https://www.youtube.com/watch?v=TekbB_X3mB4,youtube
B,37.0,Palantir CEO Alex Karp on Building Software for Uncertainty,Unknown,0,有,其他,https://www.youtube.com/watch?v=_KuQY1WDs4s,whisper
B,60.0,"Army, Navy & Palantir: Partners in Victory",2024-10-31,25628,有,,https://www.youtube.com/watch?v=xnojO-i6rvQ,whisper
A,76.0,Palantir CEO Alex Karp on Software’s Role in Government Efficiency | Fox Business,2024-12-06,111438,有,,https://www.youtube.com/watch?v=9ldE_5F13eg,whisper
B,46.0,Palantir Prix Lightning Talk | Mount Sinai,2024-01-08,4456,有,,https://www.youtube.com/watch?v=tljWVIUbulg,whisper
A,76.0,Unlocking 5x Lead Conversion | Johnson Controls at Paragon 2025,2025-12-05,1756,有,,https://www.youtube.com/watch?v=j3RxCTPAFdA,youtube
B,45.0,AI on the Battlefield | Palantir CEO Alex Karp at FEINDEF,2023-05-19,38424,有,,https://www.youtube.com/watch?v=HergHd1lnbM,whisper
B,55.0,Palantir and Swiss Re | Making the World More Resilient,2022-06-27,12512,有,,https://www.youtube.com/watch?v=ITwz--MM7Bo,youtube
B,37.0,Komatsu | Harnessing AI to Optimize Mining Equipment Service & Customer Machine Uptime,2023-10-02,4888,无,其他,https://www.youtube.com/watch?v=Z7wduNTriRU,youtube
B,55.0,Foundry Reference Project | Overview,2022-02-10,19994,有,,https://www.youtube.com/watch?v=fAX5VXctpCA,youtube
B,68.0,Holiday Greetings from Palantir CEO Alex Karp,2024-12-23,56555,有,,https://www.youtube.com/watch?v=cA9eJ8U5yx8,whisper
B,63.0,"Palantir AI Inference Platform | Enabling AI at the Edge, with Palantir CEO Alex Karp",2021-12-01,25394,有,,https://www.youtube.com/watch?v=b2b8NCSoqZY,youtube
B,63.0,Palantir and Lilium | High-Speed Electric Jets,2022-08-23,32080,有,,https://www.youtube.com/watch?v=cpILsmHhGSw,whisper
B,37.0,View from the Hill: A Bipartisan Discussion on Elevating AI-Enabled Software,2023-10-17,1899,无,其他,https://www.youtube.com/watch?v=eRYBjQ-4S8Q,youtube
A,70.0,AIP for Santa | Supply Chain Edition,2024-12-23,8432,有,,https://www.youtube.com/watch?v=Nmlx4FxCAq0,whisper
A,84.0,AIPCon 7 June 2025,2025-06-06,22802,有,,https://www.youtube.com/watch?v=nQW4dPh1Vzs,whisper
B,61.0,Palantir Redacted,2021-12-15,614038,有,,https://www.youtube.com/watch?v=6qCoUg0miOs,youtube
B,63.0,Palantir Apollo | Demo Day,2021-06-03,34287,有,,https://www.youtube.com/watch?v=qJhfY6j_05Q,youtube
